Référence;Produit;Type Voiture;prix;Catégorie Principale;Sous-Catégorie
827.1181;Support moteur AV / G;FIAT DUCATO;243.3;Moteur;Supports Moteur
827.1191;Support moteur AV / D;FIAT DUCATO;262.79;Moteur;Supports Moteur
827.1221;Support moteur;C.XANTIA/P.605;362.17;Moteur;Supports Moteur
827.1231;Support moteur AV / D;P.306;210.85;Moteur;Supports Moteur
827.1261;Support moteur;C.EVASION/XANTIA/P.605/P.806;332.67;Moteur;Supports Moteur
827.1331;Support moteur;CIT (EVASION/JUMPY)-PGT (806/EXPERT);351.89;Moteur;Supports Moteur
829.0120;Roulement galet-tendeur;CIT.BX/P.205/P.305/P.309/P.405;276.15;Suspension & Direction;Moyeux & Roulements
829.0330;Roulement galet-tendeur;BERLINGO/EVASION/XANTIA/XSARA/ZX/C15/JUMPER/P.306/405/;342.66;Suspension & Direction;Moyeux & Roulements
829.0540;Roulement galet-tendeur;CIT.AX/BERLINGO/BX/PICASSO/SAXO/XSARA/ZX/C15/P.106/205;203.28;Suspension & Direction;Moyeux & Roulements
829.0560;Roulement galet-tendeur;CIT.BX/VISA/XANTIA/ZX/C15/C25/P.205/206/305/309/405/J5;342.66;Suspension & Direction;Moyeux & Roulements
830.0130;Roulement galet-tendeur;C.BERLINGO/EVASION/XANTIA/XSARA/ZX/C15/JUMPER/P.205/30;342.66;Suspension & Direction;Moyeux & Roulements
839.1A01;Support moteur;PGT BOXER I (2.0HDI);887.72;Moteur;Supports Moteur
839.1A61;Support moteur AV / D;CIT.JUMPER-FIAT DUCATO-PGT.BOXER;672.33;Moteur;Supports Moteur
843.1391;Support cardan;PGT 404 PICK-UP DIESEL;455.49;Transmission;Cardans & Soufflets
843.1681;Support moteur AR;P504 PU.P505.P505D;440.17;Moteur;Supports Moteur
843.1731;Support moteur AV / D;CIT.BX/VISA/XSARA/ZX/C15/Berlingo/P.106/205/305/306/30;148.94;Moteur;Supports Moteur
843.1931;Support moteur;P.J5;307.97;Moteur;Supports Moteur
843.1951;Support boite à vitesses;P.205/309/405;60.71;Transmission;Boîte de vitesses
843.1991;Support moteur;C.AX/P.106;127.81;Moteur;Supports Moteur
844.1151;Butée talonnage de support moteur;P.205;54.18;Moteur;Supports Moteur
844.1161;Butée talonnage de bras de suspension;P.405/AX;65.4;Suspension & Direction;Supports & Silentblocs
844.1171;Butée talonnage de support moteur;C.VISA/P.205/309/405;32.72;Moteur;Supports Moteur
844.1251;Support moteur AV / D;P.306/405/PARTNER/C.BERLINGO;71.49;Moteur;Supports Moteur
844.1421QC;Support moteur AV / D;CIT AX/BX/VISA/XSARA;123.92;Moteur;Supports Moteur
844.1461;Support moteur AV / D;DUCATO;280.2;Moteur;Supports Moteur
844.1511;Support boite à vitesses;CITROËN AX/XSARA/SAXO/P.106/306/307/206/P.PARTNER;83.7;Transmission;Boîte de vitesses
844.1681;Support boite à vitesses;(=844.1361) P.206/306/307/C/XSARA;140.42;Transmission;Boîte de vitesses
844.1771;Support moteur AV / D;(=844.1471) P.206D/406D;149.03;Moteur;Supports Moteur
844.1791;Support moteur;CIT JUMPY-PGT EXPERT;332.15;Moteur;Supports Moteur
844.1911;Support moteur AV / D;CITROËN C5 2.2 HDI;265.54;Moteur;Supports Moteur
844.1931;Support moteur AV / D;(=844.1921) CIT.C5 2.0 HDI/C8 2.0 HDI;246.87;Moteur;Supports Moteur
844.1A61;Butée talonnage de support moteur;PGT 206;126.46;Moteur;Supports Moteur
844.1A71;Support moteur;PGT.PARTNER;122.67;Moteur;Supports Moteur
846.1161;Support boite à vitesses;P.J7/P.J9;132.76;Transmission;Boîte de vitesses
874.1051;Batteur support moteur;P404/504D;84.68;Moteur;Supports Moteur
899.3183;Nécessaire réparation de rotule de pivot;P504/P505D (A NE PLUS CMD);66.36;Suspension & Direction;Rotules
900.0084;Thermostat;BMW315/316/318/320/518/520,FIAT;403.68;Moteur;Refroidissement
900.0132;Thermostat;GOLF BORA.TDI IV;269.88;Moteur;Refroidissement
900.0147;Thermostat;F.REGATA / RITMO D;345.47;Moteur;Refroidissement
900.0237;Thermostat;78° ROVER 400/600;96.43;Moteur;Refroidissement
900.0256;Thermostat;MERC/220/MERC/240;245.9;Moteur;Refroidissement
900.0314;Thermostat;R11/18/19/21/CLIO/4/STL/SUPER5/12/9;95.13;Moteur;Refroidissement
900.0319;Thermostat;R5/R9/R12;88.81;Moteur;Refroidissement
900.0334;Thermostat;AUDI;132.61;Moteur;Refroidissement
900.0335;Thermostat;AUDI;171.39;Moteur;Refroidissement
900.0389;Thermostat;DAEWOO ESPERO;129.28;Moteur;Refroidissement
900.0393;Thermostat;84° SEAT/CORDOBA/IBIZA;160.88;Moteur;Refroidissement
900.0394;Thermostat;87° SEAT/CORDOBA D/IBIZA D/TOLEDO D;140.75;Moteur;Refroidissement
900.1312;Support boite à vitesses;FIAT UNO;143.05;Transmission;Boîte de vitesses
900.1313;Support boite à vitesses;FIAT UNO;147.44;Transmission;Boîte de vitesses
900.1322;Support moteur;.;210.93;Moteur;Supports Moteur
900.1325;Support moteur;FIAT TIPO/TEMPRA/BRAVO/POLO/POLO B/CADDY;595.64;Moteur;Supports Moteur
900.1329;Support moteur;FIAT PUNTO-LANCIA EPSILON;282.96;Moteur;Supports Moteur
900.1332;Support moteur AV;AUDI 80;83.32;Moteur;Supports Moteur
900.1355;Support moteur;VW GOLF II/JETTA II-SEAT TOLEDO I;191.22;Moteur;Supports Moteur
900.1357;Support moteur;VW.GOLF III/POLO/POLO B/CADDY;251.64;Moteur;Supports Moteur
900.1367;Support moteur AV;VW GOLF II/JETTA I/II-SEAT TOLEDO PASSAT;328.73;Moteur;Supports Moteur
900.1368;Support moteur;VW PASSAT (3A2, 351);286.28;Moteur;Supports Moteur
900.1369;Support moteur AV;VW/GOLF III VENTO;243.64;Moteur;Supports Moteur
900.137;Support moteur AV;VW.GOLF III/PASSAT/POLO B/CADDY;490.91;Moteur;Supports Moteur
900.1373;Support boite à vitesses;VW CORRADO/GOLF III/PASSAT;135.27;Transmission;Boîte de vitesses
900.1377;Support boite à vitesses;VW CORRADO/GOLF JETTA/PASSAT CADDY;223.51;Transmission;Boîte de vitesses
900.1378;Support moteur;OPEL (CORS A&B/TIGRA/COMBO);142.74;Moteur;Supports Moteur
900.1386;Support moteur;AUDI A3/FIAT TOLEDO/SKODA/VW BORA/GOLF IV/NEW BEETLE;1341.92;Moteur;Supports Moteur
900.14;Support moteur AV;BMW E30;141.36;Moteur;Supports Moteur
900.1413;Support boite à vitesses;BMW 3.16I/3.18I/3.20I;57.42;Transmission;Boîte de vitesses
900.1454;Support amortisseur AV;FORD (FIESTA IV&V/KA);125.38;Suspension & Direction;Amortisseurs
900.1459;Support moteur;GOLF/JETTA/PASSAT;1080.3;Moteur;Supports Moteur
900.146;Support boite à vitesses;VW (BORA/GOLF IV/NEW BEETLE) AUDI A3 SEAT (LEON/TOLEDO)-SKODA OCTAVIA;376.16;Transmission;Boîte de vitesses
900.1462;Support moteur;VW GOLF I;32.72;Moteur;Supports Moteur
900.1464;Support moteur;VW GOLF I;91.05;Moteur;Supports Moteur
900.1465;Support moteur;VW GOLF III/CADDY;639.12;Moteur;Supports Moteur
900.148;Support traverse AR / G;FIAT PUNTO;274.83;Pièces Diverses;
900.1513;Articulation bras de suspension;OPEL (ASTRA F/CALIBRA/VECTRA A);35.73;Suspension & Direction;Supports & Silentblocs
900.152;Articulation bras de suspension;VW GOLF II/III/JETTA VENTO/SEAT CORDOBA/IBIZA/PASSAT;52.97;Suspension & Direction;Supports & Silentblocs
900.1522;Palier barre stabilisatrice;GOLF JETTA II/GOLF II-III-VENTO/CORRADO/CADDY/POLO/POLO BREA;21.16;Suspension & Direction;Paliers & Barres Stabilisatrices
900.1523;Silent bloc de bras de suspension AV;GOLF III/VENTO/POLO/CADDY/BORA-AUDI A3/SEAT/SKODA;32.48;Suspension & Direction;Supports & Silentblocs
900.1524;Articulation bras de suspension;VOLKSWAGEN POLO T.TYPES;60.51;Suspension & Direction;Supports & Silentblocs
900.1525;Articulation bras de suspension;VOLKSWAGEN POLO T.TYPES;36.42;Suspension & Direction;Supports & Silentblocs
900.1542;Articulation bras de suspension;GOLF IV/AUDI TT/SKODA TT;44.73;Suspension & Direction;Supports & Silentblocs
900.1543;Articulation bras de suspension;(=900.1758) AUDI A4/A8/WV/PASSAT;45.67;Suspension & Direction;Supports & Silentblocs
900.158;Palier barre stabilisatrice;IVECO;35.02;Suspension & Direction;Paliers & Barres Stabilisatrices
900.1613;Palier arbre de cardan;MERC/W201 T TYPES;96.82;Suspension & Direction;Paliers & Barres Stabilisatrices
900.1624;Support boite à vitesses;MERCEDES 190D/250D;143.92;Transmission;Boîte de vitesses
900.1632;Support moteur;MERCEDES 190D (W201)/250D (W124);346.21;Moteur;Supports Moteur
900.1636;Support amortisseur AV;MERCEDES 190 (W201);197.87;Suspension & Direction;Amortisseurs
900.164;Articulation bras de suspension;OPEL (ASTRA G/ZAFIRA);66.7;Suspension & Direction;Supports & Silentblocs
900.1665;Support boite à vitesses;OPEL (ASTRA G/ZAFIRA);291.47;Transmission;Boîte de vitesses
900.1687;Support amortisseur AV;OPEL (CORSA B/TIGRA);86.16;Suspension & Direction;Amortisseurs
900.1692;Articulation bras de suspension;SEAT AROSA-VW (LUPO/POLO);42.21;Suspension & Direction;Supports & Silentblocs
900.1694;Articulation de berceau;VW GOLF PASSAT (AR);42.32;Pièces Diverses;
900.17;Suspension Support Essieu;SEAT(LEON/TOLEDO II)-VW(BORA/GOLF IV);49.11;Suspension & Direction;Supports & Silentblocs
900.1702;Suspension Support Essieu;VW (PASSAT III/IV);76.89;Suspension & Direction;Supports & Silentblocs
900.1705;Articulation essieu AR;WV.GOLF III/IV/VENTO/CORRADO-SEAT TOLEDO;95.84;Suspension & Direction;Trains Roulants
900.1706;Support train AR;WV.GOLF III/GOLF CORRADO /JETTA/ VENTO;37.14;Suspension & Direction;Trains Roulants
900.1708;Support amortisseur AV;GOLF III VENTO/PASSAT/CORRADO;157.89;Suspension & Direction;Amortisseurs
900.171;Support amortisseur AV;AUDI (A4 I/A6 II)-VW PASSAT V;63.43;Suspension & Direction;Amortisseurs
900.1713;Palier barre stabilisatrice;FIAT DOBLO;52.39;Suspension & Direction;Paliers & Barres Stabilisatrices
900.172;Silent bloc de bras de suspension;FIAT PUNTO/UNO;35.33;Suspension & Direction;Supports & Silentblocs
900.1722;Articulation bras de suspension;FIAT BRAVO/TIPO/MAREA/TEMPSA;59.51;Suspension & Direction;Supports & Silentblocs
900.1724;Silent bloc de bras de suspension;FIAT LANCIA;275.87;Suspension & Direction;Supports & Silentblocs
900.173;Palier barre stabilisatrice;AUDI 3-SEAT LEON-VW BORA/GOLF IV (D.21);6.74;Suspension & Direction;Paliers & Barres Stabilisatrices
900.1734;Palier barre stabilisatrice;F.UNO T.T;22.15;Suspension & Direction;Paliers & Barres Stabilisatrices
900.1735;Palier barre stabilisatrice;F.UNO (DIAM.17);38.88;Suspension & Direction;Paliers & Barres Stabilisatrices
900.1738;Articulation bras de suspension;FIAT UNO;42.52;Suspension & Direction;Supports & Silentblocs
900.1747;Articulation essieu AR;FORD (FIESTA IV/KA);157.27;Suspension & Direction;Trains Roulants
900.1753;Support amortisseur AV;FIAT UNO;78.95;Suspension & Direction;Amortisseurs
900.1759;Silent bloc de bras de suspension;AUDI A3-VW CADDY/GOLF IV/V/VI;61.72;Suspension & Direction;Supports & Silentblocs
900.1785;Palier barre stabilisatrice;FIAT DOBLO;49.51;Suspension & Direction;Paliers & Barres Stabilisatrices
900.1914;Support boite à vitesses;FIAT PUNTO;389.22;Transmission;Boîte de vitesses
900.1925;Support moteur;FIAT PUNTO (188/VAN)-LANCIA YPSILON;509.88;Moteur;Supports Moteur
900.1937;Support moteur AV / D;AUDI A3-SEAT LEON-VW GOLF V/PLUS/JETTA III/TOURAN;979.57;Moteur;Supports Moteur
900.1942;Support boite à vitesses;AUDI A3-SEAT (ALTEA/LEON/TOLEDO)-SKODA (OCTAVIA/SUPERB)-VW (GOLF V &VI/JETTA/CADDY);491.47;Transmission;Boîte de vitesses
900.1943;Support moteur AV / G;AUDI A3-SEAT LEON/TOLEDO-VW GOLF V/TOURAN;431.36;Moteur;Supports Moteur
900.1947;Support moteur;AUDI A3/GOLF 5/TOURAN/FIAT TOLEDO/ALTEA;139.66;Moteur;Supports Moteur
900.1954;Support boite à vitesses;AUDI (A4 I/A6 II)-SKODA SUPERB-VW PASSAT V;135.72;Transmission;Boîte de vitesses
900.1973;Biellette support AV;SEAT (CORDOBA/IBIZA V)-SKODA (FABIA/ROOMSTER)-VW POLO;371.52;Suspension & Direction;Biellettes
900.1983;Support moteur;VW (LUPO/POLO)-SEAT AROSA;235.53;Moteur;Supports Moteur
900.1999;Support moteur;FIAT PUNTO DEP.2003;318.6;Moteur;Supports Moteur
900.2408;Support moteur;FIAT PUNTO;1058.64;Moteur;Supports Moteur
900.2433;Support moteur;FIAT DOBLO;284.83;Moteur;Supports Moteur
900.2437;Support moteur;FIAT DOBLO;585.79;Moteur;Supports Moteur
900.2475;Support moteur;OPEL ASTRA D 1.4/1.6/1.8/ZAFIRA DEP.2002;446.64;Moteur;Supports Moteur
900.2493;Support moteur;FORD FOCUS;590.06;Moteur;Supports Moteur
900.2496;Support boite à vitesses;MERCEDES (CLASSE C (202)/CLASSE E (210));583.12;Transmission;Boîte de vitesses
900.2569;Support moteur;(=900.2458) FORD TRANSIT CONNECT;206.84;Moteur;Supports Moteur
900.3002;Butée élastique silencieux;VW (BORA/GOLF IV/NEW BEETLE) AUDI A3 SEAT (LEON/TOLEDO)-SKODA OCTAVIA;55.44;Échappement;Silencieux
900.5002;Biellette barre stabilisatrice;FIAT DOBLO Cargo;125.03;Suspension & Direction;Biellettes
900.505;Biellette barre stabilisatrice;GOLF III VENTO;127.56;Suspension & Direction;Biellettes
900.5064;Biellette barre stabilisatrice;(EX:900.5004) FORD FOCUS/ESCORT/FIESTA CAMIONNETTE;78.92;Suspension & Direction;Biellettes
900.508;Biellette barre stabilisatrice;VW POLO/LUPO;140.81;Suspension & Direction;Biellettes
900.5083;Biellette barre stabilisatrice;AUDI A3-VW GOLF IV;449.26;Suspension & Direction;Biellettes
900.5084;Biellette barre stabilisatrice;AUDI A3-SEAT LEON/TOLEDO-VW BORA/GOLF IV;64.62;Suspension & Direction;Biellettes
900.5089;Biellette barre stabilisatrice;VW POLO 1.9SDI;137.05;Suspension & Direction;Biellettes
900.5093;Biellette barre stabilisatrice;AUDI A3-SEAT LEON-SKODA OCTAVIA-VW GOLF IV;99.86;Suspension & Direction;Biellettes
900.523;Rotule de suspension direction assistée;FIAT UNO-SEAT MARBELLA;80.23;Suspension & Direction;Supports & Silentblocs
900.524;Rotule de suspension direction assistée;FORD ESCORT/FIESTA;186.57;Suspension & Direction;Supports & Silentblocs
900.5246;Rotule de suspension direction mécanique;FORD TRANSIT (2.5 DI / 2.5 TD) (AN. 1994);314.32;Suspension & Direction;Supports & Silentblocs
900.5289;Rotule de suspension direction assistée;MERCEDES W124/W201;137.69;Suspension & Direction;Supports & Silentblocs
900.5352;Butée de suspension;VW GOLF I/II/III/POLO-SEAT TOLEDO/CORDOBA;37.79;Suspension & Direction;Supports & Silentblocs
900.5362;Butée de suspension;VW/PASSAT/GOLF VENTO/GOLF JETTA/POLO;42.49;Suspension & Direction;Supports & Silentblocs
900.5368;Soufflet amortisseur AV;VW.GOLF III/GOLF CORRADO/JETTA;8.66;Suspension & Direction;Amortisseurs
900.537;Butée à billes de suspension;FIAT LANCIA-CIT (C8/EVASION/JUMPY)-PGT (806/807/EXPERT);196.02;Suspension & Direction;Supports & Silentblocs
900.5531;Rotule de suspension direction assistée;FIAT DOBLO / PALIO;177.94;Suspension & Direction;Supports & Silentblocs
900.5569;Rotule de suspension direction assistée;VW GOLF V;152.34;Suspension & Direction;Supports & Silentblocs
900.557;Rotule de suspension direction assistée;VW GOLF V;152.34;Suspension & Direction;Supports & Silentblocs
900.56;Support amortisseur AV;FIAT UNO;78.82;Suspension & Direction;Amortisseurs
900.5604;Support amortisseur AV;SEAT/CORDOBA;139.55;Suspension & Direction;Amortisseurs
900.5606;Coupelle;FORD FIESTA MK2/3/4;57.08;Pièces Diverses;
900.5617;Suspension Support Essieu;FIAT (DOBLO/PALIO/STRADA);274.58;Suspension & Direction;Supports & Silentblocs
900.5618;Support amortisseur AV;FIAT (DOBLO/PALIO/STRADA);274.58;Suspension & Direction;Amortisseurs
900.5624;Coupelle;FORD (FIESTA MK4 / KA);125.22;Pièces Diverses;
900.563;Support amortisseur AR;AUDI A3 TT-SEAT (CORDOBA/IBIZA V/LEON)-SKODA (FABIA/OCTAVIA)-VW (BORA/GOLF IV/POLO);125.16;Suspension & Direction;Amortisseurs
900.5631;Support amortisseur AV;VW GOLF V;197.97;Suspension & Direction;Amortisseurs
900.5633;Suspension Support Essieu;FORD (FOCUS/TRANSIT CONNECT);158.21;Suspension & Direction;Supports & Silentblocs
900.6035;Soufflet direction à crémaillère;VW GOLF JETTA/VENTO/PASSAT/SEAT CORDOBA;43.26;Suspension & Direction;Crémaillères & Direction
900.6065;Soufflet direction à crémaillère;AUDI A3-SEAT LEON-WV.BORA/GOLF IV/VI;44.37;Suspension & Direction;Crémaillères & Direction
900.6077;Soufflet direction assistée;FORD ESCORT/ORION;56.47;Suspension & Direction;Crémaillères & Direction
900.6084;Soufflet direction assistée;VW CACY/CORRADO/GOLF1/JETTA/GOLF III VENTO/PASSAT-SEAT TOLEDO;54.37;Suspension & Direction;Crémaillères & Direction
900.6210;Rotule axiale de direction assistée;SEAT (CORDOBA/IBIZA II&III /TOLEDO)-VW (GOLF II/JETTA/SCIROCCO);216.54;Suspension & Direction;Rotules
900.6219;Rotule axiale de direction assistée;AUDI A3-SEAT (LEON/TOLEDO/OCTAVIA)- VW (BORA/GOLF IV);214.05;Suspension & Direction;Rotules
900.6413;Rotule de direction assistée filetage ext / D&G;VW PASSAT;331.91;Suspension & Direction;Rotules
900.6465;Rotule de direction assistée filetage int / D&G;FORD TRANSIT (V362/V363);157.29;Suspension & Direction;Rotules
900.6634;Rotule de direction assistée filetage int / D&G;AUDI A2/A3-SEAT CORDOBA/LEON-VW BORA/GOLF IV/POLO V;135.51;Suspension & Direction;Rotules
913.6046;Boulon de couvercle arbre transmission;P404/P504/P505;21.96;Pièces Diverses;
913.6616;Vis de Fixation de carter d'embrayage;P504D;5.91;Transmission;Embrayage
935.6206;Ecrou axe d'articulation;P404;3.87;Pièces Diverses;
935.6506;Ecrou de moyeu;P504;23.03;Suspension & Direction;Moyeux & Roulements
941.6686;Ecrou de roue;P504D;20.82;Pièces Diverses;
956.0420S;Joint soupapes;XSARA/EVASION/XANTIA/ZX/P.306/605/806;433.22;Pièces Diverses;
SBH0154;Fléxible de frein AV;P.205/CIT/C15.;136.51;Freinage;Général
SBH4071;Fléxible de frein AV;R.CLIQ;90.18;Freinage;Général
SBH4081;Fléxible de frein AV;R.21;70.9;Freinage;Général
SBH4091;Fléxible de frein AV;R.EXPRESS;129.68;Freinage;Général
SCL0186;Kit d'embrayage;CIT.JUMPY/XM-FIAT DUCATO-PGT 806/EXPERT (D.235X21C);23.73;Transmission;Embrayage
SWH3003;Tuyau de carburant;ESSENCE/DIESEL STANDARD o INT 6 L=10M;56.36;Pièces Diverses;
SWH3005;Tuyau de carburant;ESSENCE/DIESEL STANDARD o INT 10 L=10M;58.48;Pièces Diverses;
SWH4343;Durite radiateur supérieur;LOGAN (01/08);98.91;Moteur;Refroidissement
SWH4344;Durite radiateur inférieur;LOGAN (01/08);252.58;Moteur;Refroidissement
